filename, Diarrhea, Lack-of-Water, Normal, Soft-Poop
D-43_jpg.rf.6a1a321c8334dd7ed26e65f8c20a628a.jpg, 1, 0, 0, 0
D-54_jpg.rf.6a51508b6d8967051e7ac37e4eb7c517.jpg, 1, 0, 0, 0
LW-50_jpg.rf.6acab890a3c9c7a856c0133e35e2ce72.jpg, 0, 1, 0, 0
LW-103_jpg.rf.6a5b3c9cea9480e551f16acdeeb8ed77.jpg, 0, 1, 0, 0
N-184_jpg.rf.6aaca1e39216edcf21578d08eb2890bf.jpg, 0, 0, 1, 0
D-111_jpg.rf.6abee7304bb2c4bc00c9f1b8e634c2cc.jpg, 1, 0, 0, 0
SP-204_jpg.rf.6a575acd377fed471d425ffea4178543.jpg, 0, 0, 0, 1
N-50_jpg.rf.6a1876b9576de33465b1d4136e9914a9.jpg, 0, 0, 1, 0
LW-163_jpg.rf.6adb9f3114e9baaa2dcd473fe3eb3d14.jpg, 0, 1, 0, 0
LW-23_jpg.rf.6add11459734a5f413f1b33d682b98ac.jpg, 0, 1, 0, 0
SP-28_jpg.rf.6aec25c31d1784cec2116d80af6b22d8.jpg, 0, 0, 0, 1
SP-46_jpg.rf.6a7f305fef72ff02fe544ad7feb7de70.jpg, 0, 0, 0, 1
D-115_jpg.rf.6acc0561e24b86f1f128aaa7d9958e7b.jpg, 1, 0, 0, 0
SP-36_jpg.rf.6abe41008a1cd6768832375ff0987d77.jpg, 0, 0, 0, 1
N-16_jpg.rf.6a44051f9d335a1d4268c6fa4ed4972c.jpg, 0, 0, 1, 0
D-59_jpg.rf.6b0d890f903792c79e93c0dd4bf63610.jpg, 1, 0, 0, 0
N-46_jpg.rf.6a212948438f1c043a9f01dd6fc1a869.jpg, 0, 0, 1, 0
LW-49_jpg.rf.6ae82e44b84c935282ef7a0509fc75f9.jpg, 0, 1, 0, 0
SP-33_jpg.rf.6ad969bb626f0b344cc8acd296b1d730.jpg, 0, 0, 0, 1
LW-2_jpg.rf.6b000de21cb81eecc56a940a4ed45dc4.jpg, 0, 1, 0, 0
SP-100_jpg.rf.6b05f6e355d841816d6091b3cd3872c2.jpg, 0, 0, 0, 1
N-28_jpg.rf.6b0d1796be64691bb4e470f26e0e6233.jpg, 0, 0, 1, 0
SP-107_jpg.rf.6b306f25e0d96f8930cc6c4d46de4368.jpg, 0, 0, 0, 1
N-197_jpg.rf.6b30de5ca8ba5deb8bf7b74b0108213d.jpg, 0, 0, 1, 0
N-1_jpg.rf.6b232730c31ff3560e89292be475b274.jpg, 0, 0, 1, 0
D-139_jpg.rf.6b2605a3a4ef174c4792e3df1c236246.jpg, 1, 0, 0, 0
N-13_jpg.rf.6acf456df43b18b033844e27f3a08d74.jpg, 0, 0, 1, 0
N-11_jpg.rf.6b44ac08f6ba69d0245dac9add6a5153.jpg, 0, 0, 1, 0
N-197_jpg.rf.6b355cd2fd546fa5973f96bb5ec718e6.jpg, 0, 0, 1, 0
N-118_jpg.rf.6bcaca24b25e6fc67fbead5d69045737.jpg, 0, 0, 1, 0
D-28_jpg.rf.6b69e2e8564ff3ca23877bf199fb728c.jpg, 1, 0, 0, 0
SP-39_jpg.rf.6c2ade2337af81465a59d0fc3d183aa0.jpg, 0, 0, 0, 1
D-8_jpg.rf.6be0ad8ef47528a237b6beb5319418fb.jpg, 1, 0, 0, 0
D-194_jpg.rf.6bd091da8d86f3f616a7a0e38ffc04e4.jpg, 1, 0, 0, 0
D-106_jpg.rf.6c341b6addd9cdcdf3ee2e35c326605b.jpg, 1, 0, 0, 0
D-30_jpg.rf.6b3e5acb1b837fc5a7b727933ff24d61.jpg, 1, 0, 0, 0
SP-14_jpg.rf.6b598dfede714d049ba504a7dac46773.jpg, 0, 0, 0, 1
N-115_jpg.rf.6b960ac54fb28bc3f054322c05d0c154.jpg, 0, 0, 1, 0
LW-189_jpg.rf.6bf255eace38e944f85d5871c7aa72b0.jpg, 0, 1, 0, 0
D-135_jpg.rf.6c254c67eaf1be50c9422f6b5e489132.jpg, 1, 0, 0, 0
LW-1_jpg.rf.6bc77c659ae05556cab8d3c7936e3e4a.jpg, 0, 1, 0, 0
N-127_jpg.rf.6c51635b3747698f95ba2fd99f7631ac.jpg, 0, 0, 1, 0
LW-7_jpg.rf.6bf67ffb6329fdd5b97860efee8557c0.jpg, 0, 1, 0, 0
LW-179_jpg.rf.6c09ef53307a7ff284007876d4dc0eb8.jpg, 0, 1, 0, 0
SP-25_jpg.rf.6c452d07dbb6c609e0e9cdb4b609177d.jpg, 0, 0, 0, 1
N-6_jpg.rf.6c7cc9e9668dda16c78f0b7d072bdb44.jpg, 0, 0, 1, 0
D-121_jpg.rf.6c806b68cbe5872e704a81f4b139e943.jpg, 1, 0, 0, 0
LW-5_jpg.rf.6c83f67a0451c7909f3a43fc576cf389.jpg, 0, 1, 0, 0
D-35_jpg.rf.6c943d098cc604864a4dcd8d0e300d9a.jpg, 1, 0, 0, 0
LW-27_jpg.rf.6bde5923d2a54ea016b684d9980e43e0.jpg, 0, 1, 0, 0
D-36_jpg.rf.6b43c48bad89ace6c9d45cc494d26558.jpg, 1, 0, 0, 0
D-31_jpg.rf.6c6b31a287d0cca0b0e66b0101c7f7e3.jpg, 1, 0, 0, 0
D-188_jpg.rf.6c81efd178d875fc42e608f153598fb3.jpg, 1, 0, 0, 0
N-14_jpg.rf.6cad5ac26b72cfb7891ef9f547e6a63b.jpg, 0, 0, 1, 0
N-70_jpg.rf.6ca6964765b045db956daba4e26ee431.jpg, 0, 0, 1, 0
D-23_jpg.rf.6cb2cb529170b6d17fedb4e9e9657b52.jpg, 1, 0, 0, 0
SP-76_jpg.rf.6c94ba49de855026e6fdf794d2ad8357.jpg, 0, 0, 0, 1
N-181_jpg.rf.6ca2798e1abc2a44ea9c286ad431fcff.jpg, 0, 0, 1, 0
D-87_jpg.rf.6cb977bbc9a5fc69d61f6feb12b56d47.jpg, 1, 0, 0, 0
N-22_jpg.rf.6cc5aa18758737ce178ff52538329bd8.jpg, 0, 0, 1, 0
SP-3_jpg.rf.6cbbc1568c5e0000b33bcd1d09ef7c25.jpg, 0, 0, 0, 1
D-16_jpg.rf.6d1afa1c1f175acc8fb5c513ac672b4f.jpg, 1, 0, 0, 0
LW-51_jpg.rf.6d7fd63a6fc26ace699e2ac69be69946.jpg, 0, 1, 0, 0
N-128_jpg.rf.6ceabe5bdc45bfae88638d364f0aa98c.jpg, 0, 0, 1, 0
LW-14_jpg.rf.6d677432e91ffa27a844cf6e465e54db.jpg, 0, 1, 0, 0
SP-21_jpg.rf.6d4ceac20585dcb8cafd9aa9796db433.jpg, 0, 0, 0, 1
D-100_jpg.rf.6ce1b64df6784768293b5286c6d11463.jpg, 1, 0, 0, 0
D-66_jpg.rf.6cb5ef42296c8d109490544d0d9ce88f.jpg, 1, 0, 0, 0
N-155_jpg.rf.6ce2f83955f55056b8cf775e37d977c0.jpg, 0, 0, 1, 0
N-53_jpg.rf.6d30de540ac7087078551c9ff6ef76ec.jpg, 0, 0, 1, 0
LW-103_jpg.rf.6d5c9c9829d6a84480ded3a8f9bb7607.jpg, 0, 1, 0, 0
D-176_jpg.rf.6d8b0a21477d89ea8f0d38d0cb7a8fa6.jpg, 1, 0, 0, 0
LW-25_jpg.rf.6d3597f0513f40a439b5d642ea401b71.jpg, 0, 1, 0, 0
N-59_jpg.rf.6cfba1a0ab5ba4c72763e4d312f98bbe.jpg, 0, 0, 1, 0
N-26_jpg.rf.6d6444a9f44f9551b1e3d89bc51bdeb8.jpg, 0, 0, 1, 0
SP-10_jpg.rf.6d83db08507c7e351b82a9f0d061f411.jpg, 0, 0, 0, 1
SP-52_jpg.rf.6cd4017466627ee5e6d7475b5bd1b6f0.jpg, 0, 0, 0, 1
N-129_jpg.rf.6d65bf872b7d4bcd862cd6c3fee6bab9.jpg, 0, 0, 1, 0
LW-40_jpg.rf.6d95f51d54c6300392b66933697c9caf.jpg, 0, 1, 0, 0
SP-18_jpg.rf.6d9100ea0d1786be71d4b96590e7533d.jpg, 0, 0, 0, 1
LW-192_jpg.rf.6d94a975ed43c2d89ab6f18e6281fb66.jpg, 0, 1, 0, 0
N-56_jpg.rf.6d8c2585783f002118929bbfcb45d69c.jpg, 0, 0, 1, 0
SP-110_jpg.rf.6dc9259ba86d856603aad8174379630f.jpg, 0, 0, 0, 1
D-33_jpg.rf.6dd569ac80eca63a52883dc328f324b7.jpg, 1, 0, 0, 0
N-122_jpg.rf.6dd676419790fd93b80ecaba8844f68a.jpg, 0, 0, 1, 0
SP-95_jpg.rf.6d96551323b3a39b3400e5d2fcfeb260.jpg, 0, 0, 0, 1
LW-27_jpg.rf.6daa6d17300054b67a941cce7d21fdca.jpg, 0, 1, 0, 0
SP-139_jpg.rf.6de2e4d1a1fb0fafa744b63322288323.jpg, 0, 0, 0, 1
LW-184_jpg.rf.6de88a19e6b91a2b13ba14a4c07349b4.jpg, 0, 1, 0, 0
LW-81_jpg.rf.6de53f4a92ccfe42414e85634c1ed25a.jpg, 0, 1, 0, 0
D-36_jpg.rf.6df3a2144765ba686bcf3dd1008472e7.jpg, 1, 0, 0, 0
D-109_jpg.rf.6e43cfc8a39d7984557c09ef9d0f52c7.jpg, 1, 0, 0, 0
N-166_jpg.rf.6dfb7fd9240c38f24fbd1a23bef54b5b.jpg, 0, 0, 1, 0
D-128_jpg.rf.6e31965931b933a0dbe8cb265f51abec.jpg, 1, 0, 0, 0
N-119_jpg.rf.6dfaa73c4351494c7f4a06fa3acb6ae9.jpg, 0, 0, 1, 0
N-200_jpg.rf.6e43a211719cda13d31c0a93854c53e5.jpg, 0, 0, 1, 0
SP-203_jpg.rf.6e08b69b757b7d42e6aa313e0808b7ce.jpg, 0, 0, 0, 1
SP-8_jpg.rf.6e0f5c3387b44485d4646b623b0d41e5.jpg, 0, 0, 0, 1
LW-167_jpg.rf.6dc66e567ee7f00207d42432a6d01572.jpg, 0, 1, 0, 0
D-28_jpg.rf.6db7c64e305f9bc433bea5ab1f39d623.jpg, 1, 0, 0, 0
LW-19_jpg.rf.6e2bdbb69f4b478ef9f424a8c7382d83.jpg, 0, 1, 0, 0
D-59_jpg.rf.6e519f770a9cb2eeea1e3f440d8948d8.jpg, 1, 0, 0, 0
SP-121_jpg.rf.6e7ecead501118d4c9368d60321c9eda.jpg, 0, 0, 0, 1
SP-107_jpg.rf.6e9f4689c431dbb1604a35af689ee69e.jpg, 0, 0, 0, 1
LW-16_jpg.rf.6dd96b93b22ce5220cee6f75df851b20.jpg, 0, 1, 0, 0
N-107_jpg.rf.6ecbd5825a906d6c6575ee4b4c8967ad.jpg, 0, 0, 1, 0
N-66_jpg.rf.6ead0e0dd92d6c1cf88e7a10cc62d9ed.jpg, 0, 0, 1, 0
D-121_jpg.rf.6ece51807265ebd8eeeac4a829d6fba8.jpg, 1, 0, 0, 0
SP-162_jpg.rf.6eab5fa59c48b20257a58cf31835280e.jpg, 0, 0, 0, 1
D-31_jpg.rf.6ec348fcf8e0c3dfc85470420d28e58e.jpg, 1, 0, 0, 0
LW-148_jpg.rf.6ec8d6218bb0cc1a40e6cb4ecf000c46.jpg, 0, 1, 0, 0
SP-13_jpg.rf.6f0e1d99b07529ded83218d0ff876d5e.jpg, 0, 0, 0, 1
D-4_jpg.rf.6f15e3afe07c96198effa847dc57f89a.jpg, 1, 0, 0, 0
N-53_jpg.rf.6f24999d3031635a3b88c20ea026b14a.jpg, 0, 0, 1, 0
D-64_jpg.rf.6ef741921dcc4ae9af28e05984eb7e2d.jpg, 1, 0, 0, 0
